763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763
763,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,763
763,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,763
763,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,763
763,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,763
763,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,763
763,-1,-1,-1,-1,-1,763,763,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,763,763,763,763,763,763,-1,-1,-1,-1,-1,763,763,763,763,763,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,763,763,763,763,763,-1,-1,-1,-1,-1,763,-1,-1,763,-1,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,763
763,-1,-1,-1,-1,-1,763,763,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,-1,-1,763,-1,-1,-1,-1,-1,763,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,763
763,-1,-1,-1,-1,-1,763,763,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,763,-1,-1,-1,763,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,-1,763,-1,-1,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,763
763,-1,-1,-1,-1,-1,763,763,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,763,-1,-1,763,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,-1,763,-1,-1,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,763,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,763
